phase,temporal_window,binder_cumulant,magnetization_second_moment,magnetization_fourth_moment,near_zero_denominator,window_updates,model_key,cluster_id,panel_id,condition,memory_mode,n_agents
recovery,late_half,0.6666666666666667,0.015625,0.000244140625,False,120,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,full_phase,0.5507478908959164,0.018098958333333335,0.00044148763020833334,False,240,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
baseline,early_half,0.49687550072103825,0.020572916666666666,0.0006388346354166667,False,120,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
baseline,late_half,0.6666666666666667,0.015625,0.000244140625,False,120,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
disruption,full_phase,0.3762005257649996,0.04680989583333333,0.0041005452473958336,False,240,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
disruption,early_half,0.6018005540166205,0.07916666666666666,0.007486979166666667,False,120,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
disruption,late_half,-0.13951789627465283,0.014453125,0.000714111328125,False,120,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
recovery,full_phase,0.4912430837446813,0.3649088541666667,0.20323588053385416,False,240,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
recovery,early_half,0.6211058400297581,0.5768229166666666,0.37820231119791664,False,120,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
recovery,late_half,0.5974287007695789,0.15299479166666666,0.028269449869791668,False,120,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
baseline,full_phase,0.4988820802113241,0.22428385416666666,0.07562357584635417,False,240,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
baseline,early_half,0.3304098498903695,0.08020833333333334,0.012923177083333333,False,120,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
baseline,late_half,0.6601926644468159,0.368359375,0.138323974609375,False,120,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
disruption,full_phase,0.656742790093717,0.9347005208333333,0.8996754964192708,False,240,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
disruption,early_half,0.6474863392623565,0.8694010416666667,0.7993509928385417,False,120,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
disruption,late_half,0.6666666666666667,1.0,1.0,False,120,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
recovery,full_phase,0.6666666666666667,1.0,1.0,False,240,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
recovery,early_half,0.6666666666666667,1.0,1.0,False,120,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
recovery,late_half,0.6666666666666667,1.0,1.0,False,120,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
baseline,full_phase,0.2730999938758868,0.1087890625,0.0258087158203125,False,240,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
baseline,early_half,0.2441421012849585,0.008203125,0.000152587890625,False,120,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
baseline,late_half,0.6086730526472117,0.209375,0.05146484375,False,120,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
disruption,full_phase,0.6176607737696345,0.35227864583333335,0.14234517415364584,False,240,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
disruption,early_half,0.6524442444322023,0.28046875,0.08201904296875,False,120,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
disruption,late_half,0.6243720216601563,0.42408854166666665,0.20267130533854166,False,120,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
recovery,full_phase,0.6267757992142753,0.42962239583333334,0.20666402180989582,False,240,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
recovery,early_half,0.6406039627232774,0.5006510416666666,0.27024943033854165,False,120,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
recovery,late_half,0.6291075132546362,0.35859375,0.14307861328125,False,120,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
baseline,full_phase,0.520321361058601,0.071875,0.00743408203125,False,240,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
baseline,early_half,0.5879826593387738,0.100390625,0.012457275390625,False,120,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
baseline,late_half,0.5725455184914645,0.043359375,0.002410888671875,False,120,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
disruption,full_phase,0.6666666666666667,0.015625,0.000244140625,False,240,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
disruption,early_half,0.6666666666666667,0.015625,0.000244140625,False,120,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
disruption,late_half,0.6666666666666667,0.015625,0.000244140625,False,120,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,full_phase,0.6434603115030963,0.05703125,0.00347900390625,False,240,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,early_half,0.6173859810223445,0.0515625,0.0030517578125,False,120,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,late_half,0.6666666666666667,0.0625,0.00390625,False,120,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
baseline,full_phase,0.520321361058601,0.071875,0.00743408203125,False,240,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
baseline,early_half,0.5879826593387738,0.100390625,0.012457275390625,False,120,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
baseline,late_half,0.5725455184914645,0.043359375,0.002410888671875,False,120,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
disruption,full_phase,0.5972370066220434,0.21399739583333333,0.055333455403645836,False,240,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
disruption,early_half,0.6164469222347866,0.27096354166666664,0.08448282877604167,False,120,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
disruption,late_half,0.6460483651394768,0.15703125,0.02618408203125,False,120,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
recovery,full_phase,0.6226517765672477,0.6114583333333333,0.42325032552083336,False,240,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
recovery,early_half,0.620907593083988,0.7065104166666667,0.5676798502604167,False,120,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
recovery,late_half,0.6514854325305184,0.51640625,0.27882080078125,False,120,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
baseline,full_phase,0.6191978718242392,0.43854166666666666,0.21970621744791666,False,240,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
baseline,early_half,0.585681549054866,0.3145833333333333,0.12300618489583333,False,120,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
baseline,late_half,0.6666666666666667,0.5625,0.31640625,False,120,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
disruption,full_phase,0.6592753434903462,0.6225911458333333,0.3962148030598958,False,240,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
disruption,early_half,0.6666666666666667,0.5625,0.31640625,False,120,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
disruption,late_half,0.6595371487751359,0.6826822916666667,0.4760233561197917,False,120,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
recovery,full_phase,0.6606893069056937,0.869140625,0.768951416015625,False,240,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
recovery,early_half,0.6666666666666667,0.765625,0.586181640625,False,120,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
recovery,late_half,0.6646720751815831,0.97265625,0.95172119140625,False,120,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
baseline,full_phase,0.5747701504600926,0.1705078125,0.0370880126953125,False,240,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
baseline,early_half,0.5376206315537322,0.15143229166666666,0.031809488932291664,False,120,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
baseline,late_half,0.6070824779615989,0.18958333333333333,0.04236653645833333,False,120,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,full_phase,0.6272816635160681,0.2994791666666667,0.10028483072916666,False,240,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,early_half,0.6112996042367238,0.27252604166666666,0.08660685221354167,False,120,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,late_half,0.6435031771430899,0.32643229166666665,0.11396280924479167,False,120,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,full_phase,0.6456442641577669,0.5106119791666667,0.2771677652994792,False,240,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,early_half,0.6448181847243809,0.5061197916666667,0.27294718424479164,False,120,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,late_half,0.6464956789599652,0.5151041666666667,0.28138834635416665,False,120,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
